Destination country (down),Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,Other North,Other South,World
United Kingdom,65000,25000,24000,0,51,24000,3275,16055,1467,555,135000,15000,2562,6267,6021,247000,20069,6052,33000,1189,555,3772,379,3316,6943,2880,55772,5222,71000,193,3951,1048,1069,11000,95000,748,139,303,24022,6290,226000,26623,126,24575,9032,637,6997,9078,2184,0,76000,40000,24000,398,5616,1217,7725,33000,776,255,30000,9354,20000,350,6021,7000,164000,70,321,11000,2777,299000,87000,52000,48,8356,0,859,2072,2108,21073,278,559,98384,100000,1823,809000,11489,77000,79000,398000,8681,16000,220000,125000,39000,7311,5018,127000,148,15329,12000,14706,14049,927,586,102000,19000,696,3151,18000,25,190000,1714,0,2598,918,21000,58000,329,336,35000,0,190,34000,11039,0,2801,352,1492,920,27000,7025,10710,2171,70487,72000,98,66000,332,177,190000,0,18000,5222,523000,0,629,982,668,6383,143000,907000,142000,0,2218,340000,41000,3919,190,0,842,35511,1750,7385,3178,30000,46000,0,95000,1883,297,103000,245000,0,157000,142000,4974,8064,0,6565,30000,389,1307,26000,16000,10035,372,37000,41353,1646,1428,243,21826,9032,87000,642,89,0,70000,27000,10095,0,163000,1206,2347,137,8069,31000,109,5146,16629,25000,123000,29599,109473,9202494
United States,94726,93033,19316,0,111,13841,31165,189126,90946,6485,93179,44943,22320,33163,2848,234640,54374,62514,35406,48918,694,9026,144,79461,101638,708,409595,1080,70800,514,456,44519,152415,49430,783206,3833,688,381,0,93647,2130352,704587,73,25147,953,85133,28348,39747,1271618,3586,20091,74639,33715,24,31220,1085321,439123,181677,1387022,513,43010,11874,244924,53,43406,21526,175250,2321,417,22783,26688,563985,171428,135484,702,36056,0,935707,20005,97,266368,668223,651059,212253,62296,5581,2434524,94453,386073,221587,125840,0,142078,335763,736303,355156,81930,32017,129670,1878,0,1041727,25294,36659,6020,183894,24691,128608,599,88090,9520,35,33640,3076,12366,26171,1711,1731,78459,0,740,12245,9038,163,2983,11573680,19765,42403,651,195,24112,80384,2540,142494,924,129450,79902,362,33605,243024,547,306874,7298,22669,1288,382852,2966,94958,2732,31257,427445,1941665,424928,176638,1903730,2249,161629,397236,825,18405,773,133,99849,41631,37654,1365,38101,28940,920,24145,9510,108,93020,94141,25466,105975,55049,18798,23000,0,19897,39346,14555,0,48294,38144,96694,4725,49434,253585,0,1411,20515,242661,118931,120745,2268,1191,144,44965,347759,12219,696896,0,42181,62713,147,290224,1352760,0,43407,61680,24455,54567,11391,2353166,47493736
Uruguay,0,0,21,0,11,13,0,27933,60,2,215,141,0,6,1,1,1,1,155,2,0,1,0,377,2,1,12882,1,28,0,3,1,0,9,363,3,0,0,1,1682,165,749,1,5,4,66,5,42,456,0,4,20,40,0,3,50,310,67,54,0,1,2,5,1,1,34,851,2,1,1,0,1397,2,103,0,1,1,77,0,0,2,7,43,1,121,4,45,7,48,3,21,0,189,7399,2,186,8,6,9,0,0,90,0,2,1,0,7,136,0,0,10,0,104,1,0,2,0,1,5,0,0,0,0,0,0,601,0,3,2,0,0,43,6,0,7,1,112,1,42,54,0,14,0,23,2,1,0,64,0,1781,1433,17,1178,565,43,0,616,193,0,0,0,0,3,1,12,0,0,5,0,14,22,0,1,42,0,16393,2,0,0,0,1,0,1,0,279,260,66,0,1,17,0,0,0,1,4,92,0,0,0,1,70,27,458,2810,0,1,0,956,0,0,2,0,2,2,4641,1538,91425
Uzbekistan,433,0,0,0,0,0,0,0,16867,0,0,115,33157,0,0,0,0,70495,0,0,0,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,1933,0,0,0,0,0,0,0,0,0,0,375,131,0,0,0,0,0,0,0,0,4069,0,0,0,829,0,0,0,0,23175,12905,0,360,0,0,0,0,0,0,0,0,0,0,620,0,173,0,0,0,0,0,258,0,0,0,0,91711,0,0,12598,1721,0,0,14657,0,6404,0,0,0,0,0,18776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18850,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22768,0,0,0,3418,868913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,125,15631,0,0,0,0,0,0,0,7453,7100,0,0,0,123355,0,189,117,0,0,0,0,773,0,0,0,0,0,22064,84998,1488892
Vanuatu,1,0,4,1,0,0,0,2,0,0,640,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,549,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,6,1,0,7,2,1,0,0,0,1,10,0,36,0,0,5,20,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,1,0,9,0,0,0,0,0,0,2,0,1,4,255,318,0,0,0,0,0,0,1,0,0,65,0,0,42,0,0,0,0,0,8,1,4,0,0,0,0,0,0,0,0,0,1,0,121,0,3,0,1,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,29,0,0,0,0,0,3,3,3,2,109,125,1,0,3,0,12,0,0,0,2,1,254,679,3814
"Venezuela, RB",14,19,96,0,5,190,2,10098,34,493,150,840,0,8,0,5,10,0,401,20,0,0,0,1997,24,0,6119,0,144,0,0,4,0,4,1153,0,0,0,0,15500,14081,988483,0,7,5,1144,6,416,11601,643,15,381,147,0,1,14972,37549,187,1030,7,28,52,35,0,0,73,3835,0,2,0,13,4276,33,746,0,165,0,434,2,0,9291,1929,298,581,1043,3,262,59,91,80,62,3,475,51863,96,364,203,0,8,0,46,281,0,72,0,2,142,7602,0,0,137,0,149,4,0,6,6,0,34,0,2,3,0,0,0,3890,0,0,3,0,276,1023,53,0,0,0,700,0,18,2076,0,106,0,91,0,14,0,893,2,217,47739,163,925,55441,425,0,887,684,8,0,0,0,1643,14,842,0,4,18,133,24,104,0,2,72,4,75744,2,4,6,0,122,3,46,3,115,671,15875,0,4,71,3,0,0,2851,14,134,0,0,0,4,214,7,1831,11417,4869,0,0,0,12,0,488,0,2,15,119,215,1426251
Vietnam,0,102,0,0,0,441,1053,115,0,0,205,290,0,0,1465,8254,0,0,148,0,0,0,0,0,0,0,724,121,185,0,0,0,2485,0,1520,0,0,0,0,0,8639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,228,0,0,0,0,185,0,0,0,0,0,0,1136,0,0,2026,8217,0,0,0,0,0,112,0,1926,0,0,0,0,1571,1887,0,0,0,7272,0,0,0,0,11278,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11695,0,2420,0,0,0,0,0,0,0,696,0,617,207,0,0,0,133,292,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,1830,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,109,0,0,12077,300,0,0,0,0,0,0,0,0,0,0,0,1627,3307,0,0,0,0,0,0,0,0,0,0,1630,3925,103464
Virgin Islands (U.S.),0,0,0,0,0,0,5251,0,0,579,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,6547,5958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4646,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,8326,3962,0,600,0,0,0,0,0,0,0,0,0,0,0,0,1937,0,0,0,0,0,0,0,0,0,17132,0,0,0,0,0,0,0,0,0,0,2886,2692,63271
West Bank and Gaza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63142,0,0,0,55929,0,0,0,0,0,0,17179,0,0,0,3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9371,0,0,0,0,0,0,0,0,0,0,10151,0,0,0,0,0,0,21864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4691,0,0,0,0,0,0,0,602,0,0,0,0,0,0,10931,0,7858,0,0,0,0,0,0,0,1473,0,0,2015,20874,256517
"Yemen, Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11225,0,0,1020,0,5806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278891,0,2650,0,0,0,0,0,0,27397,0,0,0,0,2977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3800,0,0,0,10820,34508,389450
Zambia,0,0,0,0,0,44339,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,0,0,0,3401,0,0,254,209,0,0,0,0,0,1055,0,0,22670,8897,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,72,0,0,0,0,291,182,0,0,0,0,0,0,0,0,0,0,0,0,0,4857,0,0,0,0,0,0,0,0,104,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14127,0,0,227,0,0,0,0,0,0,0,0,0,0,0,1364,0,660,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7827,0,0,0,0,148,0,0,0,0,0,0,0,0,0,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6208,0,0,0,0,0,0,0,0,0,0,477,0,0,1348,994,0,0,0,0,0,0,0,0,0,17945,1772,17953,163104
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4039,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15561,0,0,0,0,0,0,0,0,0,30662,0,13164,137791,426496
Other North,0,0,346,0,0,0,481,55,0,2416,52,1,0,115,0,0,347,0,816,3,0,9,0,0,0,0,17622,0,0,0,0,0,0,0,800,0,0,0,0,79,1772,5269,0,0,0,1,0,1,281,8,1,0,2,0,6147,8768,0,0,0,0,0,0,0,0,0,0,124497,0,0,0,0,474,0,1,0,2,0,0,0,0,4976,35888,1,128,0,1,853,222,1,0,6,0,0,615,1941,160,0,0,2,0,0,2,0,0,0,862,1,573,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,1328,0,0,0,0,12165,0,38,0,0,3,0,3,1,0,0,0,0,0,563,15,2,1407,58,0,0,15,0,0,0,0,0,0,0,2,0,1,994,0,0,0,0,6,0,2532,1,1822,4037,0,1387,0,29907,0,2,220,445,0,1,0,0,0,0,317,0,0,0,2,0,1,0,1,6546,2103,4,0,0,2222,1,28,0,0,11,1,32769,16480,334055
Other South,0,0,75,2,0,0,115,0,0,5,341,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,197,0,0,0,0,0,371,0,56791,0,0,0,0,0,0,0,0,0,2,0,278,859,0,1,2,0,0,0,0,0,315,0,10587,123,0,0,0,7,2,0,0,0,0,0,909,959,736,9,0,0,0,0,30,0,0,0,2,0,0,0,595,0,0,0,7,870,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5256,0,2,0,356,0,0,517,2,0,0,0,0,0,0,0,2,0,0,0,12,1680,2994,0,0,0,0,0,0,0,0,0,12,0,0,74,2,0,2,0,0,0,0,146,0,0,0,1662,0,0,0,0,0,0,0,28,0,104,0,0,0,1166,19,0,29,0,0,0,2,0,0,0,0,0,0,0,119,45,0,0,0,0,332,0,0,0,1091,826,0,0,228,0,0,529,0,0,10,2,1168,2895,95518
World,5055219,1194524,1833302,3583,8381,661595,73491,996100,968686,19785,579912,510455,1215260,44350,63689,7796958,100113,1646080,561750,58687,657594,16735,47077,880525,1638113,82914,1708083,47462,1475224,1518063,466962,237921,1114226,400165,1276770,5320,728216,411961,26639,628656,10060253,2750889,117846,1849863,292508,143285,1065361,1057021,1598975,75139,179283,484685,259282,18082,73955,1497952,1100472,3444832,1559934,133910,645445,201868,847712,16207,209685,292426,2207397,4029,83129,106525,875753,4142199,865204,1000070,20948,69096,2774,1071030,467933,106901,461812,1292950,790990,1059439,705169,39876,16444830,4247814,1237344,1932429,770861,9196,356070,3236664,1057988,1056419,769025,3945105,523364,6684,160919,2418235,561424,210727,781950,1292295,397745,816841,327926,405732,181279,3899,652985,71545,144684,564949,158873,355596,1892736,3191,1143309,108313,9764,158537,164008,11881712,32869,1024551,53763,81311,261641,3047116,954042,2947287,192392,2005848,1019145,6946,810169,629892,383917,1309063,10202,190350,26241,6098502,5959,133525,40862,895988,1487776,5970193,4294300,2289642,1935897,27270,3662849,10961164,606728,134757,3303,84766,313824,643640,1014577,37935,374691,337924,27332,612186,171202,4248,2032921,934364,2018258,1453098,1728372,40612,58521,6,57344,2019643,263788,94196,312761,644174,7776231,638249,322830,993253,38235,524460,62226,371785,785623,3037921,258256,3116,4468,775892,5995314,180090,4820072,3034407,351045,2071103,9269,774208,2694270,4660,3857805,1221130,278355,738198,4283361,8848510,266143792
